Release,e-tag,HepMC,Herwig7,MadGraph,Pythia8,Sherpa,EvtGen,Lhapdf,Starlight,Superchic,Rivet,PowhegATLAS
21.6.100,e8494,2.6.11,7.2.3,2.9.9.atlas3,307,2.2.13,1.7.0,6.2.3,r313,4.14p1,3.1.7,05-05
21.6.101,e8510,2.6.11,7.2.3,2.9.9.atlas3,307,2.2.14.atlas,1.7.0,6.2.3,r313,4.14p1,3.1.7,05-05
21.6.102,e8519,2.6.11,7.2.3,2.9.9.atlas3,307,2.2.14.atlas,1.7.0,6.2.3,r313,4.14p1,3.1.7,05-05
21.6.103,e8527,2.6.11,7.2.3,2.9.9.atlas3,307,2.2.14.atlas,1.7.0,6.2.3,r313,4.14p1,3.1.7,05-05
21.6.104,e8536,2.6.11,7.2.3,2.9.9.atlas3,307,2.2.14.atlas,1.7.0,6.2.3,r313,4.14p1,3.1.7,05-05
22.6.0,e8328,2.6.11,7.2.1,2.8.1.atlas3,244,2.2.11,1.7.0,6.2.3,r313,3.0.6,3.1.2,04-05-01
22.6.1,e8337,2.6.11,7.2.1,2.8.1.atlas3,244,2.2.11,1.7.0,6.2.3,r313,3.0.6,3.1.2,04-05-01
22.6.2,e8345,2.6.11,7.2.1,2.9.2.atlas,244,2.2.11,1.7.0,6.2.3,r313,3.0.6,3.1.2,04-05-01
22.6.3,e8358,2.6.11,7.2.1,2.9.3.atlas1,304,2.2.11,1.7.0,6.2.3,r313,3.0.6,3.1.4,04-05-01
22.6.4,e8365,2.6.11,7.2.1,2.9.3.atlas1,304,2.2.11,1.7.0,6.2.3,r313,3.0.6,3.1.4,04-05-01
22.6.5,e8372,2.6.11,7.2.1,3.1.2beta,305,2.2.11,1.7.0,6.2.3,r313,3.0.6,3.1.4,04-05-01
22.6.6,e8397,2.6.11,7.2.1,3.2.0.atlas,306,2.2.11,1.7.0,6.2.3,r313,3.0.6,3.1.4,05-01-01
22.6.7,e8403,3.2.4,7.2.1,3.2.0.atlas,306,2.2.11,2.1.1,6.2.3,r313,3.0.6,3.1.4,05-01
22.6.8,e8417,2.6.11,7.2.1,2.9.5.atlas3,306,2.2.11,2.1.1,6.2.3,r313,3.0.6,3.1.5,05-01
22.6.9,e8414,3.2.4,7.2.1,3.2.0.atlas1,306,2.2.11,2.1.1,6.2.3,r313,3.0.6,3.1.5,05-01
22.6.10,e8421,2.6.11,7.2.1,3.3.1.atlas1,306,2.2.11,2.1.1,6.2.3,r313,3.0.6,3.1.5,05-02
22.6.11,e8434,2.6.11,7.2.2,3.3.1.atlas3,306,2.2.12.f290b9,2.1.1,6.4.0,r313,3.0.6,3.1.5,05-02
22.6.12,e8439,2.6.11,7.2.2,3.3.1.atlas3,306,2.2.12.f290b9,2.1.1,6.4.0,r313,3.0.6,3.1.5,05-02
22.6.13,e8442,2.6.11,7.2.2,3.3.1.atlas3,306,2.2.12.f290b9,2.1.1,6.4.0,r313,4.0.2,3.1.5,05-02
22.6.14,e8445,2.6.11,7.2.2,3.3.1.atlas3,307,2.2.12.f290b9,2.1.1,6.4.0,r313,4.11,3.1.5,05-02
22.6.15,e8453,2.6.11,7.2.2,3.3.1.atlas3,307,2.2.12.bbba1f7,2.1.1,6.4.0,r313,4.11,3.1.5,05-02
22.6.16,e8462,2.6.11,7.2.3,3.3.1.atlas3,307.fxfx,2.2.12.bbba1f7,2.1.1,6.5.1,r313,4.13p1,3.1.6,05-02
22.6.17,e8464,2.6.11,7.2.3,3.3.1.atlas3,307,2.2.12.bbba1f7,2.1.1,6.5.1,r313,4.13p1,3.1.6,05-02
22.6.18,e8467,2.6.11,7.2.3,3.3.1.atlas3,307,2.2.12.bbba1f7,2.1.1,6.5.1,r313,4.13p1,3.1.6,05-02
22.6.19,e8472,2.6.11,7.2.3,3.3.1.atlas3,307,2.2.12.bbba1f7,2.1.1,6.5.1,r313,4.13p1,3.1.6,05-02
22.6.20,e8480,3.2.4,7.2.3,3.3.1.atlas3,307,2.2.12.bbba1f7,2.1.1,6.5.1,r313,4.13p1,3.1.6,05-02
22.6.21,e8481,2.6.11,7.2.3,3.3.1.atlas3,307,2.2.12.bbba1f7,2.1.1,6.5.1,r313,4.13p1,3.1.6,05-02
22.6.22,e8486,2.6.11,7.2.3,3.3.1.atlas3,307,2.2.12.bbba1f7,2.1.1,6.5.1,r313,4.14p1,3.1.6,05-05
22.6.23,e8488,2.6.11,7.2.3,3.3.1.atlas3,307,2.2.12.bbba1f7,2.1.1,6.5.1,r313,4.14p1,3.1.6,05-05
22.6.24,e8491,3.2.4,7.2.3,3.3.1.atlas3,307,2.2.12.bbba1f7,2.1.1,6.5.1,r313,4.14p1,3.1.6,05-05
22.6.25,e8497,2.6.11,7.2.3,3.4.1.atlas1,308,2.2.13,2.1.1,6.5.3,r313,4.14p1,3.1.7,05-05
22.6.26,e8498,3.2.4,7.2.3,3.4.1.atlas1,308,2.2.13,2.1.1,6.5.3,r313,4.14p1,3.1.7,05-05
22.6.27,e8500,3.2.4,7.2.3,3.3.1.atlas4,308,2.2.13,2.1.1,6.5.3,r313,4.14p1,3.1.7,05-05
